Name,Brand,Model,Year,Kms_Driven,Owner,Fuel,Drive,Type,Price
Maruti Baleno,MARUTI,BALENO,2021,22808,1,PETROL,MANUAL,HATCHBACK,781000
Renault Kwid,RENAULT,KWID,2020,26640,1,PETROL,MANUAL,HATCHBACK,430000
Maruti Ciaz,MARUTI,CIAZ,2019,30513,1,PETROL,MANUAL,SEDAN,503000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,56750,1,PETROL,MANUAL,HATCHBACK,390000
Skoda Rapid,SKODA,RAPID,2013,60200,2,CNG,MANUAL,SEDAN,600000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,29575,1,PETROL,MANUAL,HATCHBACK,413000
Hyundai Creta,HYUNDAI,CRETA,2020,30751,1,PETROL,AUTOMATIC,SUV,1684000
Hyundai Elite i20,HYUNDAI,ELITE I20,2015,43159,3,PETROL,MANUAL,HATCHBACK,493000
Honda Amaze,HONDA,AMAZE,2020,84657,1,CNG,MANUAL,SEDAN,541000
Maruti Swift,MARUTI,SWIFT,2019,69784,1,PETROL,MANUAL,HATCHBACK,560000
Maruti Alto 800,MARUTI,ALTO 800,2014,70145,1,PETROL,MANUAL,HATCHBACK,276000
Hyundai Verna,HYUNDAI,VERNA,2017,17737,1,PETROL,AUTOMATIC,SEDAN,785000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,66630,2,PETROL,MANUAL,HATCHBACK,577000
Maruti Swift,MARUTI,SWIFT,2017,94926,1,DIESEL,MANUAL,HATCHBACK,705000
Hyundai Elite i20,HYUNDAI,ELITE I20,2019,35889,1,PETROL,MANUAL,HATCHBACK,599000
Maruti Swift,MARUTI,SWIFT,2014,79320,1,PETROL,MANUAL,HATCHBACK,340000
Maruti Baleno,MARUTI,BALENO,2016,20049,2,PETROL,AUTOMATIC,HATCHBACK,612000
Hyundai i10,HYUNDAI,I10,2011,67314,1,PETROL,MANUAL,HATCHBACK,169000
Mahindra TUV300,MAHINDRA,OTHER,2016,70625,1,DIESEL,MANUAL,SUV,615000
Maruti Ritz,MARUTI,RITZ,2012,124401,1,PETROL,MANUAL,HATCHBACK,201000
Toyota YARIS,TOYOTA,YARIS,2020,33437,1,DIESEL,AUTOMATIC,SEDAN,1658000
Hyundai Verna,HYUNDAI,VERNA,2011,52807,1,DIESEL,MANUAL,SEDAN,550000
Honda Amaze,HONDA,AMAZE,2019,66854,2,PETROL,AUTOMATIC,SEDAN,843000
Maruti Celerio,MARUTI,CELERIO,2018,59028,1,PETROL,MANUAL,HATCHBACK,477000
Honda WR-V,HONDA,WR V,2021,23861,1,PETROL,MANUAL,SUV,880000
Toyota YARIS,TOYOTA,YARIS,2020,96940,1,PETROL,AUTOMATIC,SEDAN,940000
Maruti Swift Dzire,MARUTI,DZIRE,2014,51028,1,DIESEL,MANUAL,SEDAN,568000
Maruti Zen Estilo,MARUTI,OTHER,2010,82224,1,PETROL,MANUAL,HATCHBACK,157000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2021,32150,1,CNG,MANUAL,HATCHBACK,551000
Maruti Baleno,MARUTI,BALENO,2019,61113,1,PETROL,AUTOMATIC,HATCHBACK,742000
Hyundai i20,HYUNDAI,I20,2013,90106,2,DIESEL,MANUAL,HATCHBACK,388000
Maruti Alto 800,MARUTI,ALTO 800,2017,84685,1,PETROL,MANUAL,HATCHBACK,318000
Maruti Baleno,MARUTI,BALENO,2017,41500,2,PETROL,AUTOMATIC,HATCHBACK,728000
Hyundai Verna,HYUNDAI,VERNA,2018,10821,1,PETROL,MANUAL,SEDAN,781000
Maruti Celerio,MARUTI,CELERIO,2015,80029,1,PETROL,MANUAL,HATCHBACK,323000
Maruti Baleno,MARUTI,BALENO,2020,56177,1,PETROL,MANUAL,HATCHBACK,644000
Maruti Baleno,MARUTI,BALENO,2018,27122,1,PETROL,MANUAL,HATCHBACK,605000
Maruti Swift,MARUTI,SWIFT,2021,32161,1,PETROL,MANUAL,HATCHBACK,545000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,40795,1,PETROL,MANUAL,HATCHBACK,474000
Hyundai Verna,HYUNDAI,VERNA,2016,41207,1,PETROL,MANUAL,SEDAN,666000
Tata PUNCH,TATA,OTHER,2022,8001,1,PETROL,AUTOMATIC,SUV,866250
Maruti Celerio,MARUTI,CELERIO,2018,51052,1,CNG,MANUAL,HATCHBACK,536000
Maruti Swift,MARUTI,SWIFT,2013,88163,2,DIESEL,MANUAL,HATCHBACK,454000
Renault TRIBER,RENAULT,TRIBER,2019,32435,1,PETROL,MANUAL,SUV,612000
Honda Civic,HONDA,OTHER,2019,33836,1,PETROL,AUTOMATIC,SEDAN,981000
Honda City,HONDA,CITY,2017,29517,1,PETROL,AUTOMATIC,SEDAN,1037000
Honda City,HONDA,CITY,2016,53326,2,PETROL,MANUAL,SEDAN,660000
Hyundai i20,HYUNDAI,I20,2011,62929,1,PETROL,MANUAL,HATCHBACK,280000
Nissan Terrano,NISSAN,OTHER,2015,59295,1,DIESEL,MANUAL,SUV,406000
Maruti Alto K10,MARUTI,ALTO K10,2018,34240,1,PETROL,MANUAL,HATCHBACK,385000
Honda City,HONDA,CITY,2018,51414,1,PETROL,MANUAL,SEDAN,580000
Renault Kwid,RENAULT,KWID,2019,40481,1,PETROL,MANUAL,HATCHBACK,378000
Maruti Alto 800,MARUTI,ALTO 800,2018,33043,1,PETROL,MANUAL,HATCHBACK,326000
Maruti Celerio,MARUTI,CELERIO,2017,88386,2,CNG,MANUAL,HATCHBACK,400000
Maruti Alto K10,MARUTI,ALTO K10,2014,32940,2,PETROL,MANUAL,HATCHBACK,277000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,52439,3,PETROL,MANUAL,HATCHBACK,324000
Maruti Alto 800,MARUTI,ALTO 800,2016,40463,1,PETROL,MANUAL,HATCHBACK,230000
Hyundai i10,HYUNDAI,I10,2011,118300,2,PETROL,MANUAL,HATCHBACK,274000
Maruti Celerio,MARUTI,CELERIO,2017,113785,1,PETROL,AUTOMATIC,HATCHBACK,414000
Ford New Figo,FORD,OTHER,2019,43159,1,PETROL,AUTOMATIC,HATCHBACK,669000
Maruti Swift,MARUTI,SWIFT,2013,69748,2,PETROL,MANUAL,HATCHBACK,448000
Maruti Ertiga,MARUTI,ERTIGA,2014,75603,1,DIESEL,MANUAL,SUV,483000
Maruti Swift,MARUTI,SWIFT,2014,40337,1,PETROL,MANUAL,HATCHBACK,599000
Maruti Baleno,MARUTI,BALENO,2019,19613,1,PETROL,MANUAL,HATCHBACK,634000
Hyundai i20,HYUNDAI,I20,2010,61302,1,PETROL,MANUAL,HATCHBACK,262000
Hyundai i20 Active,HYUNDAI,I20 ACTIVE,2017,69786,2,PETROL,MANUAL,HATCHBACK,604000
Maruti XL6,MARUTI,OTHER,2021,20593,1,PETROL,MANUAL,SUV,1016000
Mahindra XUV 3OO,MAHINDRA,XUV 3OO,2021,15036,1,DIESEL,AUTOMATIC,SUV,1248000
Maruti Swift,MARUTI,SWIFT,2012,37480,2,PETROL,MANUAL,HATCHBACK,347000
Maruti Swift,MARUTI,SWIFT,2013,70254,3,PETROL,MANUAL,HATCHBACK,297000
Maruti Swift,MARUTI,SWIFT,2012,117622,1,DIESEL,MANUAL,HATCHBACK,335000
Tata NEXON,TATA,NEXON,2019,73019,1,PETROL,MANUAL,SUV,855000
Honda Amaze,HONDA,AMAZE,2018,87335,1,CNG,AUTOMATIC,SEDAN,636000
Ford FREESTYLE,FORD,FREESTYLE,2018,62700,2,PETROL,MANUAL,SUV,550000
Skoda Octavia,SKODA,OTHER,2019,39777,1,PETROL,AUTOMATIC,LUX_SEDAN,1800000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,59689,1,CNG,MANUAL,HATCHBACK,528000
Maruti S PRESSO,MARUTI,S PRESSO,2021,15286,2,CNG,MANUAL,HATCHBACK,470000
Honda WR-V,HONDA,WR V,2018,42841,1,DIESEL,MANUAL,SUV,789000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,61189,1,PETROL,MANUAL,HATCHBACK,443000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2018,28364,1,PETROL,MANUAL,HATCHBACK,495000
Honda Amaze,HONDA,AMAZE,2016,86894,1,PETROL,MANUAL,SEDAN,504000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,80700,1,CNG,MANUAL,HATCHBACK,448000
Datsun Redi Go,DATSUN,REDI GO,2021,6227,1,PETROL,MANUAL,HATCHBACK,358000
Maruti Alto 800,MARUTI,ALTO 800,2018,57300,1,PETROL,MANUAL,HATCHBACK,302000
Toyota Etios Liva,TOYOTA,ETIOS LIVA,2016,36589,1,PETROL,MANUAL,HATCHBACK,429000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,52263,1,PETROL,MANUAL,HATCHBACK,441000
Honda Jazz,HONDA,JAZZ,2016,74374,1,PETROL,MANUAL,HATCHBACK,439000
Maruti Swift Dzire,MARUTI,DZIRE,2010,69975,1,PETROL,MANUAL,SEDAN,193000
Toyota Etios Liva,TOYOTA,ETIOS LIVA,2012,121735,2,PETROL,MANUAL,HATCHBACK,331000
Hyundai Verna,HYUNDAI,VERNA,2016,34108,1,PETROL,AUTOMATIC,SEDAN,733000
Maruti Alto 800,MARUTI,ALTO 800,2013,73065,1,PETROL,MANUAL,HATCHBACK,254800
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,42839,2,PETROL,MANUAL,HATCHBACK,605000
Renault Kwid,RENAULT,KWID,2021,42238,1,PETROL,MANUAL,HATCHBACK,382000
Maruti IGNIS,MARUTI,IGNIS,2018,13535,2,PETROL,AUTOMATIC,HATCHBACK,501000
Maruti Ertiga,MARUTI,ERTIGA,2014,62134,2,PETROL,MANUAL,SUV,614000
Hyundai i10,HYUNDAI,I10,2015,35215,1,PETROL,MANUAL,HATCHBACK,311000
Hyundai i10,HYUNDAI,I10,2015,76938,1,PETROL,MANUAL,HATCHBACK,398800
Maruti Baleno,MARUTI,BALENO,2021,14130,1,PETROL,MANUAL,HATCHBACK,594000
Tata TIGOR,TATA,TIGOR,2022,25533,1,CNG,MANUAL,SEDAN,877000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,37132,1,PETROL,MANUAL,HATCHBACK,591000
Datsun Go,DATSUN,OTHER,2014,62884,1,PETROL,MANUAL,HATCHBACK,179000
Renault Kiger,RENAULT,KIGER,2021,27839,1,PETROL,MANUAL,HATCHBACK,801000
Maruti Alto K10,MARUTI,ALTO K10,2010,79011,1,PETROL,MANUAL,HATCHBACK,166000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,115758,1,PETROL,MANUAL,HATCHBACK,424000
Maruti Alto,MARUTI,ALTO,2021,15727,1,PETROL,MANUAL,HATCHBACK,407000
Hyundai Eon,HYUNDAI,EON,2013,56780,2,PETROL,MANUAL,HATCHBACK,207000
Volkswagen Polo,VOLKSWAGEN,POLO,2011,117773,1,PETROL,MANUAL,HATCHBACK,271000
Maruti Alto,MARUTI,ALTO,2020,8142,2,PETROL,MANUAL,HATCHBACK,365000
Hyundai Creta,HYUNDAI,CRETA,2020,92108,1,DIESEL,MANUAL,SUV,1061000
Honda City,HONDA,CITY,2015,13267,1,PETROL,MANUAL,SEDAN,816000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,58426,1,PETROL,MANUAL,HATCHBACK,394000
KIA SELTOS,KIA,SELTOS,2020,63008,1,PETROL,AUTOMATIC,SUV,1778000
Maruti Swift,MARUTI,SWIFT,2020,76419,1,PETROL,MANUAL,HATCHBACK,630000
Renault Kwid,RENAULT,KWID,2018,40003,2,PETROL,MANUAL,HATCHBACK,334000
Maruti Swift,MARUTI,SWIFT,2016,62979,2,PETROL,MANUAL,HATCHBACK,549000
Maruti Alto K10,MARUTI,ALTO K10,2010,53614,1,PETROL,MANUAL,HATCHBACK,171000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,53645,1,PETROL,MANUAL,HATCHBACK,363000
Maruti Swift,MARUTI,SWIFT,2021,22321,1,PETROL,MANUAL,HATCHBACK,658000
Hyundai i10,HYUNDAI,I10,2010,23937,2,PETROL,MANUAL,HATCHBACK,172000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,37871,1,PETROL,MANUAL,HATCHBACK,566000
Maruti Swift,MARUTI,SWIFT,2013,121617,2,PETROL,MANUAL,HATCHBACK,379000
Hyundai Eon,HYUNDAI,EON,2013,63628,3,PETROL,MANUAL,HATCHBACK,181000
Honda City,HONDA,CITY,2014,37991,1,PETROL,MANUAL,SEDAN,686000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,63744,1,PETROL,MANUAL,HATCHBACK,281000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,28490,1,PETROL,MANUAL,HATCHBACK,518000
Maruti Alto 800,MARUTI,ALTO 800,2018,51866,1,PETROL,MANUAL,HATCHBACK,327000
Hyundai Verna,HYUNDAI,VERNA,2018,50535,2,PETROL,MANUAL,SEDAN,788000
Maruti IGNIS,MARUTI,IGNIS,2019,30013,1,PETROL,MANUAL,HATCHBACK,565000
Maruti Swift,MARUTI,SWIFT,2019,24300,2,PETROL,MANUAL,HATCHBACK,490000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,45376,1,PETROL,MANUAL,HATCHBACK,386000
Maruti Swift,MARUTI,SWIFT,2015,20817,1,PETROL,MANUAL,HATCHBACK,527000
Maruti Swift,MARUTI,SWIFT,2015,84771,2,PETROL,MANUAL,HATCHBACK,340000
Maruti Alto K10,MARUTI,ALTO K10,2017,63016,1,PETROL,AUTOMATIC,HATCHBACK,355000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,66502,1,DIESEL,AUTOMATIC,SUV,791000
Hyundai VENUE,HYUNDAI,VENUE,2020,37312,1,PETROL,MANUAL,SUV,1024000
Honda City,HONDA,CITY,2017,49044,1,PETROL,AUTOMATIC,SEDAN,855000
Honda WR-V,HONDA,WR V,2019,56529,1,PETROL,MANUAL,SUV,715000
Maruti Baleno,MARUTI,BALENO,2017,120311,1,PETROL,AUTOMATIC,HATCHBACK,623000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,30027,1,PETROL,MANUAL,HATCHBACK,366000
Maruti Swift,MARUTI,SWIFT,2019,63802,2,PETROL,MANUAL,HATCHBACK,681000
Tata TIGOR,TATA,TIGOR,2019,83261,2,PETROL,MANUAL,SEDAN,606000
Maruti Alto 800,MARUTI,ALTO 800,2013,108636,1,PETROL,MANUAL,HATCHBACK,219000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2021,21080,1,PETROL,MANUAL,HATCHBACK,542000
Maruti S PRESSO,MARUTI,S PRESSO,2022,14757,1,PETROL,MANUAL,HATCHBACK,482000
Maruti Swift Dzire,MARUTI,DZIRE,2015,38338,1,PETROL,MANUAL,SEDAN,505000
Maruti Ciaz,MARUTI,CIAZ,2019,82948,1,DIESEL,MANUAL,SEDAN,576000
Hyundai Creta,HYUNDAI,CRETA,2016,87921,1,PETROL,AUTOMATIC,SUV,946000
Maruti Alto K10,MARUTI,ALTO K10,2015,58475,1,PETROL,MANUAL,HATCHBACK,241000
Renault Kwid,RENAULT,KWID,2017,61374,1,PETROL,MANUAL,HATCHBACK,315000
Maruti Swift,MARUTI,SWIFT,2014,68306,1,PETROL,MANUAL,HATCHBACK,534000
Honda City,HONDA,CITY,2011,54477,2,PETROL,MANUAL,SEDAN,761000
Maruti Swift Dzire,MARUTI,DZIRE,2015,45622,1,PETROL,MANUAL,SEDAN,340000
Hyundai i10,HYUNDAI,I10,2015,70945,2,PETROL,MANUAL,HATCHBACK,360000
Maruti Alto K10,MARUTI,ALTO K10,2018,28971,1,PETROL,AUTOMATIC,HATCHBACK,412000
Hyundai VENUE,HYUNDAI,VENUE,2019,34290,1,PETROL,AUTOMATIC,SUV,988000
Hyundai Verna,HYUNDAI,VERNA,2020,47833,1,PETROL,MANUAL,SEDAN,865000
Maruti Swift,MARUTI,SWIFT,2017,99511,1,PETROL,MANUAL,HATCHBACK,513000
Hyundai Verna,HYUNDAI,VERNA,2018,18046,2,PETROL,AUTOMATIC,SEDAN,855000
KIA SONET,KIA,SONET,2020,54956,1,DIESEL,MANUAL,SUV,1148000
Maruti Baleno,MARUTI,BALENO,2017,77813,1,DIESEL,MANUAL,HATCHBACK,602000
Maruti Ciaz,MARUTI,CIAZ,2020,19472,1,PETROL,MANUAL,SEDAN,1070000
Maruti Alto,MARUTI,ALTO,2022,29930,1,PETROL,MANUAL,HATCHBACK,343000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,72534,1,PETROL,MANUAL,HATCHBACK,644000
Renault Kwid,RENAULT,KWID,2018,34430,2,PETROL,AUTOMATIC,HATCHBACK,420350
Honda Amaze,HONDA,AMAZE,2018,41545,1,PETROL,MANUAL,SEDAN,575000
Ford Ecosport,FORD,ECOSPORT,2013,59978,2,PETROL,MANUAL,SUV,430000
Hyundai Elite i20,HYUNDAI,ELITE I20,2019,34825,1,PETROL,MANUAL,HATCHBACK,590000
Maruti Baleno,MARUTI,BALENO,2017,80137,1,PETROL,MANUAL,HATCHBACK,501000
Maruti Dzire,MARUTI,DZIRE,2018,41462,1,PETROL,AUTOMATIC,SEDAN,1102000
Maruti Baleno,MARUTI,BALENO,2017,46754,1,PETROL,MANUAL,HATCHBACK,539000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2019,18223,1,PETROL,MANUAL,HATCHBACK,580000
Tata TIGOR,TATA,TIGOR,2021,70179,1,PETROL,MANUAL,SEDAN,532000
Ford Ecosport,FORD,ECOSPORT,2019,23724,1,PETROL,MANUAL,SUV,833000
Ford Ecosport,FORD,ECOSPORT,2018,94521,1,DIESEL,MANUAL,SUV,718000
Hyundai VENUE,HYUNDAI,VENUE,2019,35706,1,PETROL,MANUAL,SUV,846000
Maruti Swift,MARUTI,SWIFT,2012,97868,1,DIESEL,MANUAL,HATCHBACK,456000
Hyundai AURA,HYUNDAI,AURA,2021,38814,1,PETROL,MANUAL,SEDAN,627000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,16608,1,PETROL,AUTOMATIC,HATCHBACK,526000
Honda Amaze,HONDA,AMAZE,2019,94218,1,DIESEL,MANUAL,SEDAN,611000
Maruti IGNIS,MARUTI,IGNIS,2017,23727,1,PETROL,MANUAL,HATCHBACK,425000
Hyundai Verna,HYUNDAI,VERNA,2018,51078,1,PETROL,MANUAL,SEDAN,390000
Maruti Swift,MARUTI,SWIFT,2017,22171,1,PETROL,MANUAL,HATCHBACK,426000
Datsun Go Plus,DATSUN,GO PLUS,2017,6596,1,PETROL,MANUAL,HATCHBACK,335000
Hyundai Eon,HYUNDAI,EON,2016,38662,1,PETROL,MANUAL,HATCHBACK,249000
Hyundai i10,HYUNDAI,I10,2011,70681,1,PETROL,MANUAL,HATCHBACK,317000
Honda Brio,HONDA,BRIO,2015,65394,1,PETROL,MANUAL,HATCHBACK,455200
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2016,64794,1,DIESEL,MANUAL,SUV,599000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,33034,1,PETROL,MANUAL,HATCHBACK,331600
Skoda SLAVIA,SKODA,OTHER,2022,53582,1,DIESEL,MANUAL,SEDAN,874000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,23874,1,PETROL,MANUAL,HATCHBACK,500000
Tata TIAGO NRG,TATA,OTHER,2019,51527,2,PETROL,MANUAL,HATCHBACK,543000
Mahindra XUV500,MAHINDRA,XUV500,2019,30853,1,DIESEL,AUTOMATIC,LUX_SUV,1790000
Maruti Baleno,MARUTI,BALENO,2020,39705,1,PETROL,MANUAL,HATCHBACK,636000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2019,42299,2,PETROL,MANUAL,HATCHBACK,506000
Maruti Swift Dzire,MARUTI,DZIRE,2013,29811,1,PETROL,MANUAL,SEDAN,434000
Volkswagen Ameo,VOLKSWAGEN,AMEO,2017,26282,1,PETROL,AUTOMATIC,SEDAN,970000
Hyundai Creta,HYUNDAI,CRETA,2015,76888,1,PETROL,MANUAL,SUV,706000
Maruti Ritz,MARUTI,RITZ,2011,51640,1,PETROL,MANUAL,HATCHBACK,233000
Hyundai Xcent,HYUNDAI,XCENT,2014,68677,1,PETROL,MANUAL,SEDAN,379000
Maruti Swift,MARUTI,SWIFT,2013,49347,1,PETROL,MANUAL,HATCHBACK,348000
Ford Ecosport,FORD,ECOSPORT,2021,11915,1,PETROL,AUTOMATIC,SUV,1098000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,22906,1,PETROL,MANUAL,HATCHBACK,387000
Maruti Alto,MARUTI,ALTO,2011,48360,1,PETROL,MANUAL,HATCHBACK,173000
Maruti Baleno,MARUTI,BALENO,2019,62610,1,PETROL,MANUAL,HATCHBACK,535000
Skoda Octavia,SKODA,OTHER,2017,94157,2,DIESEL,AUTOMATIC,LUX_SEDAN,1415000
Tata NEXON,TATA,NEXON,2019,27425,2,PETROL,MANUAL,SUV,789000
Maruti Alto 800,MARUTI,ALTO 800,2018,50603,1,PETROL,MANUAL,HATCHBACK,315000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,63812,1,DIESEL,MANUAL,SUV,818000
Tata Zest,TATA,OTHER,2018,104628,3,CNG,MANUAL,SEDAN,350000
Maruti S Cross,MARUTI,S CROSS,2017,81386,1,DIESEL,MANUAL,SUV,614000
Hyundai i10,HYUNDAI,I10,2012,123059,1,PETROL,MANUAL,HATCHBACK,214000
Renault Kwid,RENAULT,KWID,2017,64024,1,PETROL,MANUAL,HATCHBACK,374000
Tata Tiago,TATA,TIAGO,2020,15907,2,PETROL,MANUAL,HATCHBACK,537000
Maruti Alto 800,MARUTI,ALTO 800,2019,23204,1,PETROL,MANUAL,HATCHBACK,308000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,31463,1,PETROL,MANUAL,HATCHBACK,682000
Maruti Alto K10,MARUTI,ALTO K10,2017,44648,2,PETROL,MANUAL,HATCHBACK,358000
Honda Jazz,HONDA,JAZZ,2018,24575,1,PETROL,MANUAL,HATCHBACK,582000
Maruti Celerio,MARUTI,CELERIO,2016,23308,1,PETROL,AUTOMATIC,HATCHBACK,487000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,71730,2,PETROL,MANUAL,HATCHBACK,420000
Maruti Baleno,MARUTI,BALENO,2017,63559,2,PETROL,AUTOMATIC,HATCHBACK,629000
Mahindra KUV 100 NXT,MAHINDRA,OTHER,2017,21732,1,PETROL,MANUAL,SUV,411000
Tata PUNCH,TATA,OTHER,2022,10093,1,PETROL,MANUAL,SUV,737000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,15632,1,CNG,MANUAL,HATCHBACK,592000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,74732,1,PETROL,MANUAL,HATCHBACK,437000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,28608,1,PETROL,MANUAL,HATCHBACK,505000
Honda WR-V,HONDA,WR V,2021,19044,1,PETROL,MANUAL,SUV,801000
Maruti Baleno,MARUTI,BALENO,2017,94529,1,PETROL,AUTOMATIC,HATCHBACK,528000
Honda WR-V,HONDA,WR V,2019,69396,1,DIESEL,MANUAL,SUV,744000
Maruti Ciaz,MARUTI,CIAZ,2019,73980,1,PETROL,MANUAL,SEDAN,298000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,46632,1,PETROL,MANUAL,HATCHBACK,549000
Hyundai Eon,HYUNDAI,EON,2015,75184,1,PETROL,MANUAL,HATCHBACK,304000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,54795,3,PETROL,MANUAL,HATCHBACK,414000
Hyundai Verna,HYUNDAI,VERNA,2013,60366,1,PETROL,MANUAL,SEDAN,333000
Honda WR-V,HONDA,WR V,2017,44367,1,PETROL,MANUAL,SUV,700000
Honda City,HONDA,CITY,2017,70424,2,PETROL,AUTOMATIC,SEDAN,703000
Maruti Alto 800,MARUTI,ALTO 800,2018,38778,2,PETROL,MANUAL,HATCHBACK,341000
Maruti Alto 800,MARUTI,ALTO 800,2017,76580,1,PETROL,MANUAL,HATCHBACK,302000
Skoda Rapid,SKODA,RAPID,2018,37195,2,CNG,AUTOMATIC,SEDAN,913000
Maruti Baleno,MARUTI,BALENO,2016,87367,1,PETROL,MANUAL,HATCHBACK,533000
Honda Amaze,HONDA,AMAZE,2013,73041,1,PETROL,MANUAL,SEDAN,370000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,55768,2,PETROL,MANUAL,HATCHBACK,405000
Maruti IGNIS,MARUTI,IGNIS,2018,52777,1,PETROL,AUTOMATIC,HATCHBACK,549000
Maruti XL6,MARUTI,OTHER,2020,27295,1,PETROL,MANUAL,SUV,1038000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,41986,1,PETROL,MANUAL,HATCHBACK,437000
Volkswagen Ameo,VOLKSWAGEN,AMEO,2019,0,1,PETROL,MANUAL,SEDAN,604000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,27227,2,PETROL,MANUAL,HATCHBACK,587000
Maruti Swift Dzire,MARUTI,DZIRE,2012,98497,1,DIESEL,MANUAL,SEDAN,352000
Maruti Celerio,MARUTI,CELERIO,2016,43291,1,PETROL,AUTOMATIC,HATCHBACK,417000
Hyundai Verna,HYUNDAI,VERNA,2018,59067,2,PETROL,MANUAL,SEDAN,418000
Honda City,HONDA,CITY,2015,70916,1,PETROL,MANUAL,SEDAN,896000
Maruti Swift,MARUTI,SWIFT,2010,47741,1,PETROL,MANUAL,HATCHBACK,207000
Volkswagen Polo,VOLKSWAGEN,POLO,2014,29849,1,PETROL,MANUAL,HATCHBACK,517000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2021,10559,1,PETROL,AUTOMATIC,HATCHBACK,752000
Honda Jazz,HONDA,JAZZ,2017,53491,2,PETROL,MANUAL,HATCHBACK,517000
Hyundai Santro Xing,HYUNDAI,SANTRO XING,2013,51645,1,PETROL,MANUAL,HATCHBACK,235000
Hyundai NEW I20,HYUNDAI,NEW I20,2021,12007,1,PETROL,MANUAL,HATCHBACK,695000
Hyundai Creta,HYUNDAI,CRETA,2017,97420,1,DIESEL,MANUAL,SUV,697000
Hyundai i10,HYUNDAI,I10,2013,53812,3,PETROL,AUTOMATIC,HATCHBACK,316000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,22739,2,PETROL,AUTOMATIC,HATCHBACK,643000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,17698,2,PETROL,MANUAL,HATCHBACK,465000
Maruti Ciaz,MARUTI,CIAZ,2018,90059,1,PETROL,MANUAL,SEDAN,407000
Ford Ecosport,FORD,ECOSPORT,2020,31724,1,PETROL,AUTOMATIC,SUV,972000
Maruti Celerio,MARUTI,CELERIO,2016,48810,1,PETROL,MANUAL,HATCHBACK,389000
Hyundai ALCAZAR,HYUNDAI,OTHER,2022,30646,1,DIESEL,AUTOMATIC,SUV,2031000
Honda Brio,HONDA,BRIO,2012,60203,2,PETROL,MANUAL,HATCHBACK,285000
Tata TIGOR,TATA,TIGOR,2022,49471,1,CNG,MANUAL,SEDAN,733000
Mahindra XUV500,MAHINDRA,XUV500,2018,66470,2,DIESEL,AUTOMATIC,LUX_SUV,1045000
Maruti Celerio,MARUTI,CELERIO,2016,87612,1,CNG,MANUAL,HATCHBACK,440000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,70167,2,DIESEL,MANUAL,SUV,694000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,38237,2,PETROL,MANUAL,HATCHBACK,394000
